request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,SFG,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Shop,https://studleys.com/,https://studleys.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Home | Facebook | Shop
188,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,JustBecause,,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | GMB | {null}
189,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,JustBecause,Shop,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | Instagram | Shop
190,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,JustBecause,Learn,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | Instagram | Learn
191,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,JustBecause,Explore,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | Instagram | Explore
192,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,JustBecause,,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | Instagram | {null}
193,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,JustBecause,Shop,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | LinkedIn | Shop
194,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,JustBecause,Learn,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | LinkedIn | Learn
195,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,JustBecause,Explore,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | LinkedIn | Explore
196,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,JustBecause,,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=JustBecause,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | LinkedIn | {null}
197,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,JustBecause,Shop,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=JustBecause&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | ConstantContact | Shop
198,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,JustBecause,Learn,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=JustBecause&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | ConstantContact | Learn
199,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,JustBecause,Explore,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=JustBecause&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | ConstantContact | Explore
200,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,JustBecause,,https://studleys.com/product-category/flowers/just-because/,https://studleys.com/product-category/flowers/just-because/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=JustBecause,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Just Because | ConstantContact | {null}
201,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,LoveRomance,Shop,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Facebook | Shop
202,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,LoveRomance,Learn,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Facebook | Learn
203,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,LoveRomance,Explore,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Facebook | Explore
204,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,LoveRomance,,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Facebook | {null}
205,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,LoveRomance,Shop,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | GMB | Shop
206,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,LoveRomance,Learn,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | GMB | Learn
207,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,LoveRomance,Explore,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | GMB | Explore
208,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,LoveRomance,,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | GMB | {null}
209,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,LoveRomance,Shop,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Instagram | Shop
210,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,LoveRomance,Learn,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Instagram | Learn
211,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,LoveRomance,Explore,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Instagram | Explore
212,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,LoveRomance,,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | Instagram | {null}
213,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,LoveRomance,Shop,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | LinkedIn | Shop
214,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,LoveRomance,Learn,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | LinkedIn | Learn
215,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,LoveRomance,Explore,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | LinkedIn | Explore
216,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,LoveRomance,,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=LoveRomance,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | LinkedIn | {null}
217,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,LoveRomance,Shop,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | ConstantContact | Shop
218,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,LoveRomance,Learn,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | ConstantContact | Learn
219,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,LoveRomance,Explore,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=LoveRomance&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | ConstantContact | Explore
220,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,LoveRomance,,https://studleys.com/product-category/flowers/love-romance/,https://studleys.com/product-category/flowers/love-romance/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=LoveRomance,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Love & Romance | ConstantContact | {null}
221,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,MemorialService,Shop,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | Facebook | Shop
222,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,MemorialService,Learn,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | Facebook | Learn
223,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,MemorialService,Explore,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | Facebook | Explore
224,completed_without_short_link,SFG,Facebook,social,Floral,Floral,Facebook,Social,Floral,MemorialService,,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=Facebook&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | Facebook | {null}
225,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,MemorialService,Shop,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | GMB | Shop
226,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,MemorialService,Learn,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | GMB | Learn
227,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,MemorialService,Explore,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | GMB | Explore
228,completed_without_short_link,SFG,GMB,social,Floral,Floral,GMB,Social,Floral,MemorialService,,https://studleys.com/product-category/flowers/memorial-service/,https://studleys.com/product-category/flowers/memorial-service/?utm_source=GMB&utm_medium=Social&utm_campaign=Floral&utm_term=MemorialService,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Memorial Service | GMB | {null}
